sentence,spoiler,verb,page,trope,num_present
travel back time adam worth magnus get back futur via method,True,True,sanctuary,slow path,False
end season 4 turn that magnus rather take suppos centuri vacation use time set elabor batman gambit goal present secur futur sanctuary,True,True,sanctuary,slow path,True
open eulogy still featur ashley like first season open did impli charact will brought back heroic sacrific ,True,True,sanctuary,spoiler open,False
episod end magnus accept ashley is fact realli dead  next episod open complet redone replac trio quintet,True,True,sanctuary,spoiler open,False
immedi shot helen ,True,True,sanctuary,state simpl solut,False
turn john actual kill nine month ago nazi use bodi doubl run reich perfect happi ,True,True,sanctuary,state simpl solut,False
monster ultim detect bluff impostor ,True,True,sanctuary,ten littl murder victim,False
will magnus manag revers it cost retgon everyon born insid bubble,True,True,sanctuary,time danger,False
jame watson die end second episod in,True,True,sanctuary,hard knew ye,False
subvers however charact develop subsequ flashback episodes,True,True,sanctuary,hard knew ye,False
ashley death  magnus goe look way remov immortality,True,True,sanctuary,want live forev,False
it end well ,True,True,sanctuary,want live forev,False
result differ meant daili cycl stretch periodthre year daylight three year night,False,True,sanctuary,year insid hour outsid,False
pavor nocturnus t oh mayan wipe earli zombi apocalyps ,True,True,sanctuary,zombi apocalyps,False
presum zombi ran human eat eventu died due popul isol now,True,True,sanctuary,zombi apocalyps,False
cast continu shifting veteran depart solo career young perform recruit regularly,False,True,saturdaynightlive,n b c,False
chris father bob elliott bob ray who appear christma episod snl 1978 make three generat worth elliotts,False,True,saturdaynightlive,abbi elliott,True
first far snl cast member now us,False,True,saturdaynightlive,al franken,False
fan favorit come back host like steve martin alec baldwin christoph walken tom hanks john goodman though host sinc 2001 buck henri from 197580 era drew barrymor who first host seven year old,False,True,saturdaynightlive,guest host,True
word yet whether season will releas dvd now first five season have univers claim take year season releases season 6 probabl touch aforement obvious reasons,False,True,saturdaynightlive,old shame,True
cast member leave take famous celebr imperson them,False,True,saturdaynightlive,darrin,False
 molest scoutmast  1994 season 19 got ban launch monologu declin women hygiene,True,True,saturdaynightlive,adam sandler,True
rerun cut martin monologu replac card explain can never air tv again,True,True,saturdaynightlive,adam sandler,False
hillari clinton previous play jan hooks janean garafalo ana gastey and now current play vanessa bayer poehler get recognition,False,True,saturdaynightlive,pete best,False
general specif individu performers guest host appear often develop own,False,True,saturdaynightlive,run gag,False
monologu episod even downey show vacat pictures includ accept packag drug dealer get arrested share jail cell scari black man want kiss  visit disneyland handcuffs photo crash car which identifi photo kelsey grammer summer vacation,False,True,saturdaynightlive,actor allus,False
dana carvey massiv headwound harry which went straight nausea fuel dog shown chew head wound prosthet carvey head  recur sketch appalachian emerg room where redneck come backwood doctor offic tell receptionist got injured,True,True,saturdaynightlive,amus injuri,False
pesci calm eloqu deconstruct skit premise deniro ad two cent appropriate,False,True,saturdaynightlive,celebr paradox,False
guy 1 hamm tri figur seen guy 2 forte beforeuntil hit guy 2 actor play closet organ ,True,True,saturdaynightlive,chekhov gag,True
obvious unavoidable becom preval recent season cast member current hire born snl premier 1975 start kenan thompson,False,True,saturdaynightlive,dawson cast,True
knight ask releas previous victim monster angrili declar 13 year old and even though monster bang girl legal ,True,True,saturdaynightlive,even evil standard,True
whole point jingleheim junction sketch season 24 four member junction gang letter sweater correl name letter end fuck,True,True,saturdaynightlive,get crap past radar,True
count mani time snl s humor success and unsuccessfully gotten past radar need wiki own,True,True,saturdaynightlive,get crap past radar,False
skits sean conneri favorit type insult use trebek,False,True,saturdaynightlive,bang mom,False
trebek remark open celebr jeopardi sketch allud mani these,False,True,saturdaynightlive,noodl incid,False
can just say pat confus bisexual,True,True,saturdaynightlive,over long gag,False
stood fuckin love that,False,True,saturdaynightlive,precis f strike,False
macdonald came back host season 25 cite reason brought back show plung season rot cameo last episod season 34 burt reynold celebr jeopardy,False,True,saturdaynightlive,precis f strike,True
host bring four incharact friend cameron diaz will ferrell ana gastey horatio sanz wear blue shirt individu letter u c k f ,True,True,saturdaynightlive,refug audac,False
host spend rest sketch frantic tri stop four charact line spell f word creat visual precis fstrike ,True,True,saturdaynightlive,refug audac,False
wizard world two sexual repress teen jess eisenberg nasim pedrad warp static electr demonstr first mutual masturb session  end two get van de graaff generat  snl digit short stalk abhorrentadmir featur john water music guest nicki minaj  blaxploit horror parodi bride blackenstein carri aesop a man will put bitchi woman long hot,True,True,saturdaynightlive,nicki minaj,False
show revel much refug audac though snl s rival show did moment snl realli get disgust whether good bad viewer tast humor ,False,True,saturdaynightlive,refug vulgar,False
murray abromowitz who like mani critic time blast snl s season premier featur new cast new writers new produc low laugh bumbl way dead babi comedi chuckles,False,True,saturdaynightlive,self deprec,False
 predictably die meet peopl hell insult phrase ,True,True,saturdaynightlive,see hell,False
roger virginia clarvin will ferrel rachel dratch recur  lovah  sketches although roger inevit howl pain impli may act ,True,True,saturdaynightlive,sicken sweetheart,False
even work radio,False,True,saturdaynightlive,stop shoot,False
fridg brillianc fridg horror recent kickspit underground sketch reveal ass dan suscept heart attacks mean ass dan is fact alive year suppos die suffer heart attack ,True,True,saturdaynightlive,kill kenni,False
 dan aykroyd steve martin wild crazi guys aka czech brother fenstruk brothers wayn garth wayn world  blue brother snl lot recur charact can describ or dismissed  two guy ,False,True,saturdaynightlive,two guy,False
alway live leav lot thing improvis set often actor crack up,False,True,saturdaynightlive,throw,False
generalissimo francisco franco still dead,False,True,saturdaynightlive,just,False
however actual part sketch sinc chorus keep sing afterwards,False,True,saturdaynightlive,experienc technic difficulti,False
 note sketch cite bi tina fey season 31 episod air day richard pryor died sketch solidifi snl s reput edgy outrag latenight sketch show,True,True,saturdaynightlive,word associ test,True
sever fail attempt tri look around woman ask polit sit charact admit defeat decid content miss see concert,False,True,saturdaynightlive,worst seat hous,False
trope found scandal  antihero whole cast except perhap quinn abbi even so,False,True,scandal,social expert,False
take six episodes first ladi melli grant reveal this lie entir nation miscarriag save husband campaign ,True,True,scandal,bitch sheep cloth,False
interesting however sheep part unnatur her issu own seem littl troubled cute ,True,True,scandal,bitch sheep cloth,False
cyrus start one trope actual deconstruct prove olivia archenemi ,True,True,scandal,cool old guy,False
madam episod 2 moral ambiguous prove end,True,True,scandal,cool old guy,True
start episod four cyrus start dish fitz olivia ,True,True,scandal,hannib lectur,False
entir team secrets,False,True,scandal,hidden depth,False
abby like stephen finch victim domest abus ,True,True,scandal,hidden depth,False
stephen hotshot lawyer breakdown middl trial,True,True,scandal,hidden depth,False
quinn real name probabl quinn exist ident two year ago,True,True,scandal,hidden depth,False
confirm season finale name falsified state agent corner us govern warrant real identity,True,True,scandal,hidden depth,False
also spent time homeless suffer ptsd beg dc subway olivia found him,True,True,scandal,hidden depth,False
also surpris villain depth cyrus been  gay conserv  marri muchyoung man ,True,True,scandal,hidden depth,False
 trope deconstruct huck  forc practiz this,True,True,scandal,jack bauer interrog techniqu,False
use horribly,True,True,scandal,jack bauer interrog techniqu,False
cyrus plenti moment even prove evil along ,True,True,scandal,kick dog,False
huck reveal this due cia blackop training,True,True,scandal,shellshock veteran,False
huck want tri get sober live homeless olivia found ,True,True,scandal,shellshock veteran,False
earli say whether may backfire,True,True,scandal,sympathet adulter,False
 cyrus speech defend full this make either manipul bastard  either oblivi evil acts,True,True,scandal,utopia justifi mean,False
show base career real life georg hw bush deputi press secretarycrisi manag judi smith though obvious plot far realiti bush 41 presid meant appeal 2012 audienc look dramat tension,False,True,scandal,loos base true stori,True
amanda mother dotti take new level,False,True,scarecrowandmrsking,parent oblivi,False
robert bob kelso hospit chief medicin magnific bastard boss whose job requir heartless bastard think hospit fiscal terms janitor mysteri often menac presenc jd,False,True,scrubs,sean conneri shoot,False
includ janitor becom mother intent threw teddi bear teach lesson keep room clean revel take pride fact keep floor hospit clean enough eat of ask why flashback show child meal set front floor,False,True,scrubs,abus parent,False
say janitor origin meant oneseason charact meant reveal season final jd imaginari creation,False,True,scrubs,word god,False
popular scrub idea kept real charact almighti janitor ,False,True,scrubs,word god,False
hooch crazi ,False,True,scrubs,ax crazi,False
done jd mi last chance when spend entir night tri get molli apart left town anoth job find note elliot presum gave permiss sex molli instead read  now even,True,True,scrubs,big,False
go entir planned,False,True,scrubs,bilingu backfir,False
hit head wrench,False,True,scrubs,bread egg bread egg,False
jd last episod attempt launch bunch balloon classroom ceiling later episod dr,True,True,scrubs,brick joke,False
cox reveal wrote jd bad review balloon come down,True,True,scrubs,brick joke,False
todd 2,False,True,scrubs,bunni ear lawyer,True
icon lecherous sexual traumatized eventu bisexu todd the todd quinlan constant rejected,False,True,scrubs,casanova wannab,False
show predat chang incent network look show,False,True,scrubs,channel hop,False
becom confid and humble turk becom less selfabsorbed although trait still remain throughout series,False,True,scrubs,charact develop,False
subtl example lavern final pass away carla abl say goodby  screen pan hand appear clutch rosary,True,True,scrubs,christian cathol,False
odd charact firm establish charismat possibl evangelical protestant rosari very very catholic,True,True,scrubs,christian cathol,False
season 6 mi night remember frame around charact reminisc treat amnesiac patient,False,True,scrubs,clip show,True
ted peopl keep push reason swear will hurl building,False,True,scrubs,comed sociopathi,False
tanner after all portray kathryn joosten mrs,False,True,scrubs,cool old ladi,False
cox make fun basic everyone point liter friend except jd,False,True,scrubs,deadpan snarker,False
cox denial episod ben actual patient jd titular screw end killing,True,True,scrubs,downer end,False
mi lunch even downer middl jill traci brought hospit suicid attempt overdos jd repeat brush outsid hospit jd stop blame himself,True,True,scrubs,downer end,False
cox tell jd blame move on,True,True,scrubs,downer end,False
actual charact thing,False,True,scrubs,dress heal,False
younger elliot attempt suicide,True,True,scrubs,driven suicid,False
cox realiz initi diagnosi patient diseas correct ,True,True,scrubs,eureka moment,False
interest enough though hous almost ident case latter one point well,True,True,scrubs,eureka moment,False
cox realiz patient jill traci let depressed lead figur poison herself,True,True,scrubs,eureka moment,False
notabl except ted  first love interest introduc seri die ,True,True,scrubs,first girl win,False
cox jordan exact first introduc love interest exwife,True,True,scrubs,first girl win,False
lead day almost entir differ spirit  yet outcom  never explain which either real one,True,True,scrubs,want nail,False
cox tell jd everybodi issu parents turk continu wer turks danc jd elliot discuss new job serious convers jd elliot janitor can seen window rollerblad around children ward wear sheet,False,True,scrubs,funni background event,False
cox final tell jd good doctor,False,True,scrubs,gag word,False
 haaa fabulous,False,True,scrubs,gay moment,False
quit preteen children girl play stethoscop boy play mops,False,True,scrubs,gender equal breed,False
later say kid theirs,False,True,scrubs,gender equal breed,False
jordan use collect cast first season final use insid inform them almost destroy relationship other,False,True,scrubs,hannib lectur,False
kelso use number time ,False,True,scrubs,two thumb,False
kelso often use badguy whatev heartless polici hospit has,False,True,scrubs,hidden heart gold,False
even jd dumb enough give respons tell wife let husband die one woman proven time time emot dead jordan look happi comparison,False,True,scrubs,idiot ball,False
arguabl reason tie symmetr internproteg stori arc end mi abcs,False,True,scrubs,idiot ball,False
elliot reinvent hair cut bang face much,False,True,scrubs,import haircut,False
mi hero shown one scene display todd skill play laughs,False,True,scrubs,inform abil,False
cox learn dr,False,True,scrubs,irrit sincerest form flatteri,False
exampl episod inconveni truth  brother dan show up turn life around sinc last time appear thank harsh truth jd,False,True,scrubs,jerkass,False
gift say thanks give jd,False,True,scrubs,jerkass,False
cox suffer heroic bsod episod screwup ,True,True,scrubs,kill real,False
belov nurs laverne,True,True,scrubs,kill real,False
howev lavern s actress came back play charact ident person lavern ,True,True,scrubs,kill real,False
janitor attempt give jd,False,True,scrubs,laxat prank,False
experi effect laxative,False,True,scrubs,laxat prank,False
jd girlfriend juli classic klutz tendencies someon els hurt find interest way maim them,False,True,scrubs,lethal klutz,False
screw up sign say pay attention hint ben patient die ,True,True,scrubs,meaning background event,False
book end real,False,True,scrubs,mental stori,False
cox realli good mood reveal go ben funer cox denial episod at point cox everyon watch show reaction,True,True,scrubs,mood whiplash,False
dark grim end immedi follow scene todd reveal just follow elliot carla hot start realiz bisexual,False,True,scrubs,mood whiplash,False
funni moment demonstr serious way tell peopl love one died lead almost direct news jd father die ,True,True,scrubs,mood whiplash,False
cox two instances keep attack lavern belief christian unfortun case involv littl boyth episod die start intent mess jd patient just rate will go rate doctor website,True,True,scrubs,moral disson,False
mi princess cox mi name perciv cox,False,True,scrubs,name inigo montoya,False
todd appreci hot regardless gender,False,True,scrubs,bisexu,False
need nerv steel keep head oven kill way,False,True,scrubs,celebr harm,False
reveal grand final glen matthew  it,True,True,scrubs,name given,False
neil flynn happygolucki janitor s name clone high  a show made bill lawrenc concurr scrub  janitor mortifi clone ponc de leon graphic kill elabor litterrel accident,False,True,scrubs,name given,False
sever patients include mrs,False,True,scrubs,afraid die,False
cox explain think will like broadway musical,False,True,scrubs,afraid die,False
elliot got back together,False,True,scrubs,season,False
subvert nobodi buy second,False,True,scrubs,paper thin disguis,False
cox bob kelso decid teach live world half empti ,False,True,scrubs,pollyanna,False
fail ,True,True,scrubs,pollyanna,False
addition sarah chalk pregnanc written season nine,True,True,scrubs,real life write plot,False
also doug murphi ride scooter around leg broken  includ actor broken legsankles,True,True,scrubs,real life write plot,False
lot complaint episod mi lunch patient die organ transplant patients turn die rabi transplant get unrealistic,True,True,scrubs,realiti unrealist,False
actual base real case 2004,True,True,scrubs,realiti unrealist,True
also dozen report case rabi transplant organs includ infect multipl recipi singl donor  real complaint one donor match four patient hospital,True,True,scrubs,realiti unrealist,False
ran her,False,True,scrubs,ret con,False
also jordan post partum depress give birth jack,True,True,scrubs,ret con,False
had dr cox come far jerkass whine abut much attent give baby,True,True,scrubs,ret con,False
finale janitor name glen matthews,True,True,scrubs,reveal,False
immedi after pass intern goe hey tommy,True,True,scrubs,reveal,False
still entertain nonsens joke imagin spot jd,False,True,scrubs,rule funni,False
 to himself back dreams jd butt,False,True,scrubs,run gag,False
jds fell pocket roll there,True,True,scrubs,secret test charact,False
say want janitor like him,True,True,scrubs,secret test charact,False
except janitor saw happen hope jd fess friends,True,True,scrubs,secret test charact,False
kelso oh perry edgi cantankerous,False,True,scrubs,shout,False
just happen go exact right spot,False,True,scrubs,shut hannib,False
get win dumb luck,False,True,scrubs,shut hannib,False
said key confisc dr,False,True,scrubs,skeleton key,False
gay jungl fever,False,True,scrubs,stupid sexi flander,False
play straight everywher els though,False,True,scrubs,ted baxter,False
 narrat  oh god threesom turk carla,False,True,scrubs,threesom hot,False
ted get love interest just help root guy sinc best thing ever happen him,False,True,scrubs,throw dog bone,False
wish make sens of janitor narrat this,False,True,scrubs,twist echo cut,False
decid work hospit kim state got well boss dr,False,True,scrubs,unfortun name,False
tell actual love her,True,True,scrubs,u s t,False
move elliot platon roommat fifth season admit turk still sexual tension manag keep check just hang much,True,True,scrubs,u s t,False
tri imagin away reveal ben leukemia dr,True,True,scrubs,wham episod,False
three patient die dr,True,True,scrubs,got wors,False
cox blame himself spiral wild control point catatonia,True,True,scrubs,got wors,False
peopl sing happi birthday son whov never even met before know whole routine,False,True,scrubs,wham line,False
janitor actual bring fault,True,True,scrubs,will wont,False
especi mi screw up,False,True,scrubs,friend like,False
loui postcognitive,False,True,seeingthings,psychic power,False
steve get ms oflaherti pregnant forc abortion becom depress tri kill ,True,True,sevenperiodswithmrgormsby,good girl avoid abort,False
surviv just afterward fire broke discov boy 5f,True,True,sevenperiodswithmrgormsby,good girl avoid abort,True
alasdair sleep ms oflaherti school camp accus go hetero,True,True,sevenperiodswithmrgormsby,bisexu,False
episod involv anni mari break cri much hate math,False,True,seventhheaven,everybodi hate mathemat,False
long runner will you,False,True,seventhheaven,flander,False
 lateseason episod get work sight anoth coupl kiss sneak basement dinner parti sex,False,True,seventhheaven,sicken sweetheart,False
seri follow formula first episodes littl detail without ration explan ,False,True,shadowchasers,scoobi doo hoax,False
 mention below cece dyslexia bella thorn ,True,True,shakeitup,actor allus,False
cue gunther look depress ,False,True,shakeitup,brother sister incest,False
mention exact one episod cece dyslexia,True,True,shakeitup,compress vice,False
never brought again,True,True,shakeitup,compress vice,False
second episode girl open bank account order manag incom dancer shake chicago ,True,True,shakeitup,credit card plot,False
now wield debit cards find surpris easi lose track much spending find hold check pay expens italian restaurant,True,True,shakeitup,credit card plot,False
although debit card get overdrawn  get declin due insuffici funds,True,True,shakeitup,credit card plot,False
last scene whole group forc clean kitchen apartment,True,True,shakeitup,downer end,False
show up also bad guy win ending,True,True,shakeitup,downer end,False
cece rocki slap swear instead pinki swear ,False,True,shakeitup,handshak substitut,False
backfir cece come perform anxieti rocki remind this,True,True,shakeitup,imagin audienc nake,False
person cece can imagin nake herself,True,True,shakeitup,imagin audienc nake,False
brought one episode match episod hold well,False,True,shakeitup,inform abil,False
pageant episode ilen wins,True,True,shakeitup,larg ham,False
ilen  wish littl girl feel pretti do,True,True,shakeitup,larg ham,False
gunther tinka moment too,True,True,shakeitup,larg ham,False
cece it,True,True,shakeitup,l dyslexia,False
bella thorn ,True,True,shakeitup,l dyslexia,False
turn batman gambit get spot danc show,True,True,shakeitup,looni fan,False
deuc think cece tri find girl go him crush him,True,True,shakeitup,matchmak crush,False
deni it later wonder turn off her,True,True,shakeitup,matchmak crush,False
tinka goe date ty add up,True,True,shakeitup,clean nice,False
guess was,False,True,shakeitup,shout,False
s ya think,False,True,shakeitup,hannah montana,False
seri 2 stayin aliv ,True,True,sherlock,arc word,True
molli goe girl morgu not promis start character first episod invit sherlock christma parti next seri involv fake death reichenbach fall ,True,True,sherlock,ascend extra,False
just say loud,False,True,sherlock,awesom mc coolnam,False
miss last shot,True,True,sherlock,bad guy win,False
one case murder taxi driver ,True,True,sherlock,beneath suspicion,False
sherlock even mention killer someon victim trust plain sight ,True,True,sherlock,beneath suspicion,False
fact open episod almost reveal whole plot us victim 1 assist tell catch cab see victim 2 tri hail cab rainstorm plus victim 3 probabl think cab look car,True,True,sherlock,beneath suspicion,True
one read canon equival story studi scarlet cabbi killer foregon conclusion,True,True,sherlock,beneath suspicion,False
unless course moffat gatiss twist thing like tend to,True,True,sherlock,beneath suspicion,False
season 2 begin end confront sherlock moriarti bee gee plays,True,True,sherlock,book end,True
also season 1 open john speak therapist just sherlock enter life season 2 end john visit again eighteen month last appoint right sherlock left life,True,True,sherlock,book end,True
moriarti seem put generic english accent scene the great game meet sherlock pretend jim it,True,True,sherlock,brief accent imit,False
  revert back actor natur irish brogu reveal himself,True,True,sherlock,brief accent imit,False
come back bite big way the reichenbach fall moriarti find easi convinc polic sherlock fraud crimin simpli because except lestrade hate treat ,True,True,sherlock,bulli dragon,False
again slightly affect stiff militari bear walk away sherlock grave the reichenbach fall,True,True,sherlock,call back,False
 sherlock last minut appear sword turban a scandal belgravia possibl call back sherlock random attack the blind banker,True,True,sherlock,call back,False
 voic kid strap bomb jacket the great game steven moffat s son,True,True,sherlock,cameo,False
ultimately reveal hire moriarti kill holm friend holm refus kill ,True,True,sherlock,carniv killer,False
even parrot moriartys however wind slight sarcast tone voic stop heart,True,True,sherlock,casual danger dialogu,False
pick back begin a scandal belgravia,True,True,sherlock,casual danger dialogu,False
 play laugh moriarti mouth sorry,True,True,sherlock,casual danger dialogu,False
 sherlock phone sherlock wrinkl nose mouth back it fine,True,True,sherlock,casual danger dialogu,False
newspap easter egg the reichenbach fall reveal arthur conan doyl exist sherlock univers wellknown writer,False,True,sherlock,celebr paradox,False
the reichenbach fall suspicion contribut direct sherlock downfal ,True,True,sherlock,chekhov gun,False
the hound baskerville grimpen minefield  promin introduc soon sherlock watson arriv dartmoor like origin stori grimpen mire  forgotten climax dr,True,True,sherlock,chekhov gun,False
frankland run tri escape predict result ,True,True,sherlock,chekhov gun,False
question whether forgot there decid take chances like culprit origin story,True,True,sherlock,chekhov gun,False
 near invert the great game sherlock lack knowledg solar system becaus consid necessary near caus lose fourth round moriarty,True,True,sherlock,chekhov skill,False
conveni slideshow planetarium clue answer needs,True,True,sherlock,chekhov skill,False
advantag iren adler love weak ,True,True,sherlock,chekhov skill,False
mycroft rare without brolly,True,True,sherlock,companion cube,False
use a scandal belgravia compar sherlock irene,False,True,sherlock,contrast montag,False
one just toler sherlock get one cia via victoria secret compart ,True,True,sherlock,cool old ladi,False
sherlock put best mrs hudson leav baker street,True,True,sherlock,cool old ladi,False
england fall,True,True,sherlock,cool old ladi,False
spell out sherlock found you,True,True,sherlock,cypher languag,False
noth moriarti steal ever worth key let steal it,True,True,sherlock,cypher languag,False
is exist ,True,True,sherlock,cypher languag,False
course even origin stori dealt grisli improb murder time extrem shocking,False,True,sherlock,darker edgier,False
john given actor play  also candidate especi first meet mycroft,False,True,sherlock,deadpan snarker,False
john watson 28 march 1505 perfect civil normal thing say except bit harri sister admiss never gotten along her freak alcoholic,True,True,sherlock,log onto fourth wall,True
iren adler continu sherlock point phone password reveal i sher locked ,True,True,sherlock,distract sexi,False
sherlock seem avert first meet iren adler ,True,True,sherlock,distract sexi,False
later confirm least notic iren bodi abl crack password safe measur ,True,True,sherlock,distract sexi,False
also seem like fumbl sentenc iren show interest john ,True,True,sherlock,distract sexi,False
everyth introduct barren apartment cane empti blog just scream loneliness,False,True,sherlock,establish charact moment,False
impli he consult criminal arrang vast array crime place,True,True,sherlock,evil plan,False
subvert whole thing distract sherlock plan ,True,True,sherlock,evil plan,False
reveal plan macguffin  doublesubverted moriarti toss away,True,True,sherlock,evil plan,False
 molli tri provok sherlock jealousy jim unasham fawn sherlock trip feet sherlock outrag rude them everyon ignor john,False,True,sherlock,face palm,False
even subvert usual trope provid bodi ,True,True,sherlock,fake dead,False
end episode sherlock help convinc even mycroft buy it,True,True,sherlock,fake dead,False
although never explain shown done sherlock manag the reichenbach fall,True,True,sherlock,fake dead,False
one hint given sherlock final ask molli do something him,True,True,sherlock,fake dead,False
coroner access blood medicine well conveni bodi burial purpos ,True,True,sherlock,fake dead,False
real question buried sherlock surviv fall onto concret ,True,True,sherlock,fake dead,False
 john comment sherlock  rip cloth darken swim pool ,True,True,sherlock,fandom nod,False
unassum public fun nod ho yay ,True,True,sherlock,fandom nod,False
lot fan note sherlock shirt alway tight,False,True,sherlock,fanservic,False
anyon remot familiar holm canon well aware john sherlock will reunit event the reichenbach fall,True,True,sherlock,foregon conclus,False
question left are 1 long incarn great hiatus go be,True,True,sherlock,foregon conclus,True
2 hard john go punch sherlock reunit ,True,True,sherlock,foregon conclus,True
scandal belgravia  mycroft comment take noth less sherlock expertis convinc iren adler fake dead ,True,True,sherlock,foreshadow,False
provid allus toward ending think realli dead time yet stinger show sherlock rescu execution ,True,True,sherlock,foreshadow,False
talking get gem moriarti mouths sorry,True,True,sherlock,friend enemi,False
 course doubt space much easier film crew set film in also one point need enough space cumberbatch stage fall floor without brain furniture,False,True,sherlock,friend rent control,False
sinc gave us cheekbones one complaining,False,True,sherlock,geek physiqu,False
 mention  hungry,False,True,sherlock,get crap past radar,False
sherlock dull boring predictable,False,True,sherlock,gilligan cut,False
pair stakeout restaur in a studi pink wait murder appear  waiter refer john sherlock date immedi denies,True,True,sherlock,boyfriend,False
waiter pay attent bring romant candl table,False,True,sherlock,boyfriend,False
becom chekhov gun the reichenbach fall moriarti use donovan suspicion sherlock chang everyon percept genius detect sociopath murder fraud ,True,True,sherlock,fight monster,False
mycroft oh shut up mrs,False,True,sherlock,hypocrit heartwarm,False
sherlock though fact shut up,False,True,sherlock,hypocrit heartwarm,False
complet circumstanci evid lead believ sherlock kidnap poison two children,False,True,sherlock,idiot ball,False
anderson even specul sherlock may commit twenti thirti crime help polic investig past despit fact make absolut sense,True,True,sherlock,idiot ball,False
course assumpt correct meant sherlock idiot ball  sinc among things went person undisguis way interview child appar kidnapped recognis immedi scream head off,True,True,sherlock,idiot ball,False
thought five minutes realis stupid alleg were,True,True,sherlock,idiot ball,False
decid let moriarty appar secret comput code can get anything creepi obsess sherlock murder plan him sherlock entir life story jail cell,True,True,sherlock,idiot ball,False
oh bother tell sherlock tell gave moriarti sherlock details,True,True,sherlock,idiot ball,False
one assum moriarti let thrown secret govern prison without abl pull string get released long moriarti crack tortur mycroft releas eventually,True,True,sherlock,idiot ball,False
explicit feel selfidentifi lesbian iren adler toward sherlock holm  also insinu john feel toward sherlock compar iren  point round expect ambigu natur sherlock interest iren light asexu ,True,True,sherlock,okay,False
complicated,True,True,sherlock,okay,False
sherlock investig backstag circus performance attack masked knifewield assassin defend use can spray paint,True,True,sherlock,improvis weapon,False
use anoth aerosol can impromptu weapon a scandal belgravia,True,True,sherlock,improvis weapon,False
often use sherlock scan ,False,True,sherlock,insert,False
 well els suppos put it,False,True,sherlock,came fridg,False
use sherlock final desper attempt get name antagonist villain a studi pink,True,True,sherlock,jack bauer interrog techniqu,False
the great game visibl dot use intimid hostag later john sherlock ,True,True,sherlock,laser sight,False
also foreshadow dnouement the blind banker,True,True,sherlock,laser sight,False
iren adler goe one wait sherlock arriv a scandal belgravia,False,True,sherlock,lipstick load montag,False
molli hooper blog  fansit murder victim the great game,False,True,sherlock,log onto fourth wall,False
end the great game ,True,True,sherlock,mexican standoff,False
heart broken,False,True,sherlock,love weak,False
a studi pink killer sponsored moriarti  the blind banker reveal end help chines gangster serv episod antagonist well ,True,True,sherlock,man behind man,False
finally the great game reveal goe far back moriarti commit first murder sherlock tri solve way back teens,True,True,sherlock,man behind man,False
first talk holm xanato gambit without even use gun manipul holm arrog curiosity,True,True,sherlock,manipul bastard,False
then holm reveal gun fake case need take pill all get take anyway prove realli smartest,True,True,sherlock,manipul bastard,False
stop wellplac shot john,True,True,sherlock,manipul bastard,False
interestingly serial killer pilot version stori way all cabbi simpli drug sherlock public with everyon around assum thank act simpli drunk drag back home present pill game sherlock still drug realli fight off,True,True,sherlock,manipul bastard,False
plus john say  peopl associ hat this now longer deerstalker sherlock holm hat,False,True,sherlock,memet outfit,False
seri 1 final end half dozen jim moriarti sniper aim sherlock john sherlock aim explosiveladen jacket jim feet ,True,True,sherlock,mexican standoff,True
 end third episod quit spectacularly start jim moriarti leav quit overdramat fashion sherlock point gun him,True,True,sherlock,mood whiplash,False
that john share quip sherlock strip cloth darken pool room,True,True,sherlock,mood whiplash,False
sniper aim john sherlock,True,True,sherlock,mood whiplash,False
 reichenbach fall start john tell therapist sherlock dead immedi cut upbeat titl sequence,True,True,sherlock,mood whiplash,False
moriarti call john sherlock,True,True,sherlock,moral pet,False
molli call repeat hurt comment sherlock actual offer genuin apolog behaviour ,False,True,sherlock,moral pet,False
a scandal belgravia sherlock realiz iren adler feel genuin sherlock scan biolog reaction puls pupil dilation multipl occasions allow final figur code phone ,True,True,sherlock,sensor indic want tap,False
follow list long like get much longer steven moffat open admit endless fun find modern parallel aspect origin stories,False,True,sherlock,mytholog gag,False
both killer cabbi ,True,True,sherlock,mytholog gag,False
a studi pink sherlock actual use phrase nerv steel describ person shot cabbie just realis john,False,True,sherlock,nerv steel,False
lampshad it imposs sustain smoke habit london days,False,True,sherlock,smoke,False
hudson regard taxi ,True,True,sherlock,now kiddo,False
 part supervillainclich interchang mycroft sherlock lead us believ actual moriarti reveal,True,True,sherlock,differ,False
actual moriarti tri someth similar the great game,True,True,sherlock,differ,False
sherlock get mysteri crime,True,True,sherlock,differ,False
actual shown shake fear despair realiz bond air mission compromis due hubri ,True,True,sherlock,stoic,False
practic scream stop,True,True,sherlock,wound gazell gambit,False
give john suicid note,True,True,sherlock,wound gazell gambit,False
tear drip onto coat ,True,True,sherlock,wound gazell gambit,False
sherlock declin girlfriend john ask  boyfriend,False,True,sherlock,there anyth wrong,False
 sherlock answer simpli i know fine,False,True,sherlock,there anyth wrong,False
moriarti  side obfusc sexual thrown in,True,True,sherlock,obfusc stupid,False
obfusc stupidgay fake persona make seem piti attempt obfusc clumsiness,True,True,sherlock,obfusc stupid,False
may make rare case obfuscatingobfuscation,True,True,sherlock,obfusc stupid,False
 a studi pink john realis phone must taxi driver sherlock left with,True,True,sherlock,oh crap,False
look sherlock face john step swim pool ,True,True,sherlock,oh crap,False
the blind banker see cipher window realiz john sarah gone,True,True,sherlock,oh crap,False
